Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
2024:Q1,Millennial,21741099,10537993,8661023,1876970,11203107,2021245,147246,296514,296514,0,45650,31149,14501,3330247,228970,277726,1373057,1361392,1820383,300678,7206934,7201615,4964821,2106729,72043,58022,5319,14534165,44801087
2024:Q2,Silent,20577763,5353749,4559859,793890,15224014,1856196,709909,909127,909127,0,129436,117523,11913,7663433,234996,25933,294020,1142130,2016241,242594,529155,525159,386648,97403,15675,25433,3996,20048608,11159655
2024:Q2,BabyBoom,85446646,22723167,19730547,2992620,62723479,6149597,2359525,3404599,3404599,0,741693,713987,27706,24200947,1000067,1174990,5190429,9844302,7956615,700714,4486125,4467691,2688391,1040938,125366,612996,18435,80960521,41144611
2024:Q2,GenX,47004058,16201045,13936147,2264898,30803013,3584470,778304,744221,744221,0,147707,130874,16833,9486289,654460,1190605,4556374,5286008,3970904,403669,6918827,6905666,4994664,1707536,103906,99560,13161,40085231,35066651
2024:Q2,Millennial,22771340,11288470,9371809,1916661,11482869,1989581,152747,299458,299458,0,44852,30274,14578,3470804,232142,284053,1420512,1384470,1894103,310148,7380010,7374581,5106831,2134977,70242,62531,5429,15391330,45522037
2024:Q3,Silent,20893274,5250503,4466680,783823,15642771,1829323,734444,936180,936180,0,135013,123513,11500,8070202,235393,23190,303419,1134270,1999180,242157,519191,515453,380276,94938,14907,25332,3738,20374083,10947968
2024:Q3,BabyBoom,87423290,22497314,19509197,2988117,64925976,6130068,2471066,3605035,3605035,0,791181,764031,27150,25713694,1014066,1214039,5372317,9932982,7974095,707432,4452606,4434970,2666570,1029441,122610,616348,17637,82970683,40838223
2024:Q3,GenX,48222176,16186295,13907774,2278521,32035882,3598078,827650,778882,778882,0,150249,133586,16664,10257715,667749,1207570,4804493,5326843,4005698,410955,6937416,6924990,5011959,1712661,100304,100065,12427,41284760,35055710
2024:Q3,Millennial,23480729,11394778,9431857,1962920,12085952,2028687,161443,298449,298449,0,53965,39412,14553,3823101,233552,291280,1522100,1402275,1949933,321166,7555844,7550215,5226238,2190722,68498,64756,5630,15924885,46247193
2024:Q4,Silent,20711179,5145840,4365732,780108,15565339,1818113,774730,914432,914432,0,108239,97133,11107,8039747,233212,25171,298126,1125949,1985657,241964,501560,497873,372437,90904,7690,26842,3688,20209619,10745906
2024:Q4,BabyBoom,87489737,22277709,19272629,3005079,65212028,6191204,2641569,3547465,3547465,0,620267,593628,26639,25931167,1017533,1164783,5346757,10026761,8008978,715545,4354171,4336557,2602279,1001692,83087,649500,17614,83135565,40591007
2024:Q4,GenX,48634808,16186833,13878357,2308477,32447975,3669039,901420,776585,776585,0,143943,127429,16514,10432513,674641,1198043,4814224,5369970,4048418,419179,6868767,6856261,5024806,1682780,49022,99653,12507,41766040,35093490
2024:Q4,Millennial,23804883,11431792,9414266,2017526,12373092,2105079,172316,307584,307584,0,26299,11812,14486,3935679,236528,293963,1543326,1414346,2006162,331810,7677333,7671612,5396008,2172683,29856,73065,5722,16127550,46847669
2025:Q1,Silent,20251676,5094902,4329327,765575,15156774,1803260,775776,913439,913439,0,110012,99384,10628,7740384,225088,26430,283848,1104038,1935698,238799,485300,481358,363026,87977,4030,26325,3942,19766376,10547570
2025:Q1,BabyBoom,87211686,22420577,19396456,3024121,64791109,6278151,2697750,3628604,3628604,0,647839,621722,26117,25486757,1000742,1135205,5222250,9993240,7980471,720100,4289818,4270934,2576737,991401,52369,650427,18885,82921868,40628346
2025:Q1,GenX,48722909,16357741,14010292,2347450,32365168,3750163,928257,795366,795366,0,146902,130544,16358,10273760,668456,1198496,4694076,5420257,4064945,424491,6849786,6835867,5027336,1682856,24780,100895,13920,41873123,35341224
2025:Q1,Millennial,24361210,11861178,9757200,2103977,12500032,2184399,178315,313110,313110,0,30137,15784,14353,3915013,246969,298490,1521548,1456109,2016171,339771,7775361,7769660,5481001,2201073,13417,74168,5701,16585849,47700990
2025:Q2,Silent,20669246,5090665,4326032,764633,15578581,1775786,773683,915828,915828,0,107132,96900,10233,8226960,223272,23173,299918,1091658,1904691,236480,477124,473308,356931,86785,2054,27539,3816,20192122,10385057
2025:Q2,BabyBoom,90120629,22841677,19774852,3066825,67278952,6269142,2733266,3712757,3712757,0,640290,614642,25648,27436741,1008495,1195870,5536062,10036057,7985904,724368,4287741,4269094,2564711,992425,30136,681822,18647,85832888,40636032
2025:Q2,GenX,50504035,16658516,14264657,2393859,33845519,3754621,945033,812607,812607,0,147559,131375,16184,11226172,676128,1224292,5077518,5466428,4086422,428739,6858201,6844510,5045011,1686374,12277,100849,13691,43645834,35485150
2025:Q2,Millennial,25669181,12466793,10275174,2191619,13202387,2211530,183598,318168,318168,0,28574,14308,14266,4349099,251919,307116,1668867,1489857,2045606,348052,7922735,7916868,5598090,2230712,5984,82082,5867,17746446,48570028
2025:Q3,Silent,21118668,5003636,4236854,766782,16115031,1759255,795701,920436,920436,0,105785,96048,9737,8740936,221908,20221,311594,1083914,1920640,234642,471953,468512,352220,84939,1602,29751,3441,20646715,10235596
2025:Q3,BabyBoom,92456088,22643548,19551320,3092228,69812540,6273384,2839509,3787107,3787107,0,639810,615022,24788,29352843,1012199,1247347,5756092,10077322,8101264,725663,4298471,4281166,2544225,983530,24354,729058,17305,88157616,40440106
2025:Q3,GenX,52058880,16679742,14252381,2427361,35379138,3783053,994303,829389,829389,0,148369,132543,15826,12214146,682953,1246974,5376369,5507971,4163139,432470,6881400,6869063,5066776,1692646,9608,100034,12337,45177480,35548358
2025:Q3,Millennial,26449302,12475346,10227729,2247617,13973956,2257495,192239,321549,321549,0,28339,14403,13936,4802096,255777,314766,1789109,1513637,2143397,355551,8102726,8096591,5718600,2279209,4575,94206,6136,18346576,49266067
2025:Q4,Silent,20937244,4866403,4103337,763066,16070841,1724377,826972,912361,912361,0,101238,91970,9268,8779135,216503,20812,309007,1068818,1878045,233572,463195,459637,343882,83144,1391,31220,3558,20474049,9956579
2025:Q4,BabyBoom,93388262,22493754,19370034,3123720,70894508,6284976,3014263,3850221,3850221,0,623753,599575,24178,30062377,1007948,1218323,5808969,10201506,8085201,736971,4317256,4299210,2525581,982976,21822,768830,18047,89071005,40152681
2025:Q4,GenX,52766828,16702491,14239837,2462654,36064336,3814565,1071841,843094,843094,0,147977,132404,15573,12623992,683900,1240220,5477236,5541503,4177632,442375,6909498,6896266,5084622,1704236,8515,98892,13232,45857330,35490377
2025:Q4,Millennial,26874528,12504553,10200215,2304338,14369975,2307985,203777,323642,323642,0,25833,12080,13753,5025546,259895,317562,1844037,1516563,2176699,368436,8273452,8267329,5829124,2329052,4037,105116,6122,18601077,49763300
2026:Q1,Silent,20098487,4750222,4001049,749172,15348266,1683829,810873,869858,869858,0,103338,94702,8637,8266603,208623,21075,289414,1029885,1839356,225411,444272,440334,330090,78366,1377,30501,3938,19654215,9558574
2026:Q1,BabyBoom,94162738,23057564,19837289,3220275,71105174,6477161,3100103,3835975,3835975,0,676254,652514,23740,29710630,1018615,1202380,5730028,10335100,8273143,745786,4320887,4300506,2517497,976492,22593,783924,20380,89841851,40424053
2026:Q1,GenX,52241517,16756836,14249459,2507377,35484681,3882662,1087273,829363,829363,0,148699,133601,15098,12229418,679517,1219875,5282942,5491397,4193225,440309,6843387,6827926,5043868,1678432,8708,96918,15460,45398130,35133776
2026:Q1,Millennial,27503071,13058522,10635545,2422977,14444549,2408853,208012,328398,328398,0,33823,20433,13390,4939499,261174,318000,1805893,1514798,2253700,372400,8387648,8381762,5929528,2339742,4211,108281,5886,19115423,50016969
